VentaID,FechaID,Fecha,ClienteID,ProductoID,SucursalID,Cantidad,PrecioUnitario,PorcentajeDescuento,MontoDescuento,PrecioConDescuento,MontoNeto,CostoTotal,UtilidadBruta,MargenBruto,IVA,MontoConIVA,Canal,MetodoPago,Estatus
VEN006096,20251013,2025-10-13,CLI0437,PROD0010,SUC004,5,533.45,0.1,266.73,480.11,2400.55,1439.0,961.55,0.4006,384.09,2784.64,Web,Tarjeta Crédito,Completada
VEN006097,20240919,2024-09-19,CLI0310,PROD0086,SUC014,4,591.24,0.0,0.0,591.24,2364.96,1079.6,1285.36,0.5435,378.39,2743.35,App Móvil,Tarjeta Crédito,Completada
VEN006098,20240615,2024-06-15,CLI0579,PROD0130,SUC014,1,199.98,0.0,0.0,199.98,199.98,125.05,74.93,0.3747,32.0,231.98,Web,Tarjeta Débito,Completada
VEN006099,20250105,2025-01-05,CLI0933,PROD0187,SUC016,2,1709.44,0.05,170.94,1623.97,3247.94,2543.98,703.96,0.2167,519.67,3767.61,App Móvil,Tarjeta Crédito,Completada
VEN006100,20251115,2025-11-15,CLI0312,PROD0116,SUC006,1,170.25,0.1,17.03,153.22,153.22,90.69,62.53,0.4081,24.52,177.74,Presencial,Transferencia,Completada
VEN006101,20240811,2024-08-11,CLI0998,PROD0011,SUC001,2,745.06,0.0,0.0,745.06,1490.12,623.92,866.2,0.5813,238.42,1728.54,Web,Efectivo,Completada
VEN006102,20240316,2024-03-16,CLI0078,PROD0011,SUC018,4,745.06,0.0,0.0,745.06,2980.24,1247.84,1732.4,0.5813,476.84,3457.08,Web,Efectivo,Completada
VEN006103,20241111,2024-11-11,CLI0079,PROD0121,SUC005,4,574.92,0.05,114.98,546.17,2184.68,1335.44,849.24,0.3887,349.55,2534.23,App Móvil,Efectivo,Completada
VEN006104,20250817,2025-08-17,CLI0713,PROD0029,SUC010,5,670.3,0.0,0.0,670.3,3351.5,1403.6,1947.9,0.5812,536.24,3887.74,Presencial,Efectivo,Completada
VEN006105,20250220,2025-02-20,CLI0749,PROD0066,SUC010,1,304.86,0.0,0.0,304.86,304.86,105.51,199.35,0.6539,48.78,353.64,Presencial,Efectivo,Completada
VEN006106,20251022,2025-10-22,CLI0430,PROD0194,SUC005,5,1429.4,0.05,357.35,1357.93,6789.65,4945.0,1844.65,0.2717,1086.34,7875.99,Presencial,Tarjeta Crédito,Completada
VEN006107,20251218,2025-12-18,CLI0287,PROD0143,SUC011,3,3797.69,0.0,0.0,3797.69,11393.07,3204.87,8188.2,0.7187,1822.89,13215.96,Presencial,Tarjeta Débito,Completada
VEN006108,20251003,2025-10-03,CLI0791,PROD0155,SUC019,2,2280.67,0.0,0.0,2280.67,4561.34,1844.6,2716.74,0.5956,729.81,5291.15,Web,Tarjeta Crédito,Completada
VEN006109,20250413,2025-04-13,CLI0959,PROD0159,SUC007,1,2910.17,0.0,0.0,2910.17,2910.17,964.72,1945.45,0.6685,465.63,3375.8,Web,Tarjeta Crédito,Completada
VEN006110,20241229,2024-12-29,CLI0992,PROD0099,SUC011,4,575.58,0.0,0.0,575.58,2302.32,1374.72,927.6,0.4029,368.37,2670.69,Presencial,Transferencia,Completada
VEN006111,20240212,2024-02-12,CLI0636,PROD0123,SUC008,1,230.07,0.15,34.51,195.56,195.56,125.6,69.96,0.3577,31.29,226.85,Presencial,Tarjeta Débito,Completada
VEN006112,20251226,2025-12-26,CLI0738,PROD0052,SUC020,2,148.98,0.0,0.0,148.98,297.96,144.98,152.98,0.5134,47.67,345.63,Web,Efectivo,Completada
VEN006113,20241122,2024-11-22,CLI0824,PROD0199,SUC006,3,2470.06,0.0,0.0,2470.06,7410.18,4799.58,2610.6,0.3523,1185.63,8595.81,App Móvil,Tarjeta Débito,Completada
VEN006114,20240517,2024-05-17,CLI0797,PROD0039,SUC002,2,526.35,0.0,0.0,526.35,1052.7,521.4,531.3,0.5047,168.43,1221.13,App Móvil,Efectivo,Completada
VEN006115,20250525,2025-05-25,CLI0993,PROD0094,SUC003,2,295.27,0.0,0.0,295.27,590.54,357.92,232.62,0.3939,94.49,685.03,App Móvil,Efectivo,Completada
VEN006116,20240924,2024-09-24,CLI0810,PROD0039,SUC009,5,526.35,0.0,0.0,526.35,2631.75,1303.5,1328.25,0.5047,421.08,3052.83,App Móvil,Tarjeta Crédito,Completada
VEN006117,20250324,2025-03-24,CLI0659,PROD0013,SUC012,3,292.63,0.0,0.0,292.63,877.89,386.37,491.52,0.5599,140.46,1018.35,App Móvil,Tarjeta Débito,Completada
VEN006118,20250326,2025-03-26,CLI0381,PROD0089,SUC014,1,258.89,0.0,0.0,258.89,258.89,131.75,127.14,0.4911,41.42,300.31,Web,OXXO Pay,Completada
VEN006119,20241214,2024-12-14,CLI0598,PROD0051,SUC012,1,809.48,0.05,40.47,769.01,769.01,295.38,473.63,0.6159,123.04,892.05,App Móvil,Efectivo,Completada
VEN006120,20251103,2025-11-03,CLI0884,PROD0093,SUC019,1,351.19,0.0,0.0,351.19,351.19,181.0,170.19,0.4846,56.19,407.38,Presencial,Tarjeta Crédito,Completada
VEN006121,20240903,2024-09-03,CLI0308,PROD0088,SUC009,2,500.74,0.0,0.0,500.74,1001.48,640.44,361.04,0.3605,160.24,1161.72,Presencial,OXXO Pay,Completada
VEN006122,20241214,2024-12-14,CLI0025,PROD0084,SUC015,4,191.33,0.0,0.0,191.33,765.32,383.96,381.36,0.4983,122.45,887.77,App Móvil,Tarjeta Débito,Completada
VEN006123,20250210,2025-02-10,CLI0332,PROD0015,SUC007,4,281.34,0.15,168.8,239.14,956.56,454.2,502.36,0.5252,153.05,1109.61,Web,Tarjeta Débito,Completada
VEN006124,20250524,2025-05-24,CLI0962,PROD0064,SUC015,2,743.82,0.3,446.29,520.67,1041.34,457.0,584.34,0.5611,166.61,1207.95,Web,Tarjeta Débito,Completada
VEN006125,20250924,2025-09-24,CLI0791,PROD0140,SUC019,2,812.91,0.0,0.0,812.91,1625.82,445.8,1180.02,0.7258,260.13,1885.95,Teléfono,Tarjeta Crédito,Completada
VEN006126,20241126,2024-11-26,CLI0175,PROD0046,SUC020,4,498.77,0.0,0.0,498.77,-1995.08,995.56,-999.52,0.501,319.21,2314.29,Presencial,Transferencia,Devuelta
VEN006127,20250514,2025-05-14,CLI0009,PROD0065,SUC015,1,242.79,0.0,0.0,242.79,242.79,112.97,129.82,0.5347,38.85,281.64,Presencial,Efectivo,Completada
VEN006128,20240516,2024-05-16,CLI0666,PROD0074,SUC019,2,300.82,0.2,120.33,240.66,481.32,296.12,185.2,0.3848,77.01,558.33,Presencial,Efectivo,Completada
VEN006129,20251209,2025-12-09,CLI0581,PROD0159,SUC015,2,2910.17,0.2,1164.07,2328.14,4656.28,1929.44,2726.84,0.5856,745.0,5401.28,Web,Tarjeta Crédito,Completada
VEN006130,20241121,2024-11-21,CLI0076,PROD0108,SUC020,1,131.95,0.0,0.0,131.95,131.95,75.66,56.29,0.4266,21.11,153.06,Web,Tarjeta Crédito,Completada
VEN006131,20250731,2025-07-31,CLI0967,PROD0011,SUC019,1,745.06,0.0,0.0,745.06,745.06,311.96,433.1,0.5813,119.21,864.27,App Móvil,Tarjeta Débito,Completada
VEN006132,20240128,2024-01-28,CLI0617,PROD0160,SUC002,2,2849.84,0.0,0.0,2849.84,5699.68,1522.38,4177.3,0.7329,911.95,6611.63,Presencial,Tarjeta Débito,Completada
VEN006133,20240701,2024-07-01,CLI0651,PROD0149,SUC011,2,909.64,0.0,0.0,909.64,1819.28,767.74,1051.54,0.578,291.08,2110.36,Teléfono,Tarjeta Débito,Completada
VEN006134,20241227,2024-12-27,CLI0856,PROD0125,SUC009,2,540.75,0.0,0.0,540.75,1081.5,695.4,386.1,0.357,173.04,1254.54,App Móvil,Tarjeta Crédito,Completada
VEN006135,20251120,2025-11-20,CLI0342,PROD0068,SUC001,1,573.65,0.1,57.36,516.28,516.28,213.63,302.65,0.5862,82.6,598.88,Web,Efectivo,Completada
VEN006136,20250203,2025-02-03,CLI0563,PROD0126,SUC010,2,146.23,0.15,43.87,124.3,248.6,201.66,46.94,0.1888,39.78,288.38,Presencial,Tarjeta Crédito,Completada
VEN006137,20251208,2025-12-08,CLI0579,PROD0069,SUC004,2,50.46,0.2,20.18,40.37,80.74,54.3,26.44,0.3275,12.92,93.66,App Móvil,Tarjeta Crédito,Completada
VEN006138,20241226,2024-12-26,CLI0969,PROD0122,SUC001,5,375.71,0.05,93.93,356.92,1784.6,1105.55,679.05,0.3805,285.54,2070.14,Presencial,Tarjeta Crédito,Completada
VEN006139,20241228,2024-12-28,CLI0125,PROD0164,SUC010,1,2767.04,0.0,0.0,2767.04,2767.04,970.12,1796.92,0.6494,442.73,3209.77,App Móvil,OXXO Pay,Completada
VEN006140,20240429,2024-04-29,CLI0762,PROD0168,SUC006,1,258.68,0.0,0.0,258.68,-258.68,144.34,-114.34,0.442,41.39,300.07,Web,OXXO Pay,Devuelta
VEN006141,20251011,2025-10-11,CLI0578,PROD0067,SUC019,1,539.03,0.0,0.0,539.03,539.03,146.45,392.58,0.7283,86.24,625.27,App Móvil,Efectivo,Completada
VEN006142,20240817,2024-08-17,CLI0848,PROD0158,SUC017,4,392.22,0.0,0.0,392.22,-1568.88,340.76,-1228.12,0.7828,251.02,1819.9,Presencial,Tarjeta Débito,Devuelta
VEN006143,20251128,2025-11-28,CLI0834,PROD0012,SUC020,1,1195.34,0.0,0.0,1195.34,1195.34,502.4,692.94,0.5797,191.25,1386.59,Teléfono,OXXO Pay,Completada
VEN006144,20251202,2025-12-02,CLI0009,PROD0012,SUC018,1,1195.34,0.0,0.0,1195.34,1195.34,502.4,692.94,0.5797,191.25,1386.59,Presencial,Tarjeta Débito,Completada
VEN006145,20251213,2025-12-13,CLI0250,PROD0086,SUC015,5,591.24,0.25,739.05,443.43,2217.15,1349.5,867.65,0.3913,354.74,2571.89,Presencial,Tarjeta Crédito,Completada
VEN006146,20250127,2025-01-27,CLI0169,PROD0108,SUC013,3,131.95,0.25,98.96,98.96,296.88,226.98,69.9,0.2354,47.5,344.38,Presencial,Transferencia,Completada
VEN006147,20250531,2025-05-31,CLI0465,PROD0020,SUC002,4,877.49,0.0,0.0,877.49,-3509.96,1562.28,-1947.68,0.5549,561.59,4071.55,Web,OXXO Pay,Devuelta
VEN006148,20250918,2025-09-18,CLI0908,PROD0068,SUC007,4,573.65,0.0,0.0,573.65,2294.6,854.52,1440.08,0.6276,367.14,2661.74,App Móvil,Tarjeta Débito,Completada
VEN006149,20240506,2024-05-06,CLI0003,PROD0011,SUC015,4,745.06,0.0,0.0,745.06,2980.24,1247.84,1732.4,0.5813,476.84,3457.08,Presencial,Tarjeta Débito,Completada
VEN006150,20250410,2025-04-10,CLI0490,PROD0096,SUC010,5,521.04,0.0,0.0,521.04,2605.2,1625.65,979.55,0.376,416.83,3022.03,Presencial,Efectivo,Completada
VEN006151,20240209,2024-02-09,CLI0890,PROD0157,SUC008,2,1472.69,0.0,0.0,1472.69,2945.38,1072.12,1873.26,0.636,471.26,3416.64,Web,Efectivo,Completada
VEN006152,20241230,2024-12-30,CLI0928,PROD0122,SUC002,2,375.71,0.0,0.0,375.71,751.42,442.22,309.2,0.4115,120.23,871.65,App Móvil,Efectivo,Completada
VEN006153,20240519,2024-05-19,CLI0655,PROD0055,SUC002,2,646.82,0.25,323.41,485.12,970.24,615.38,354.86,0.3657,155.24,1125.48,Presencial,Tarjeta Débito,Completada
VEN006154,20240605,2024-06-05,CLI0831,PROD0197,SUC005,2,580.63,0.2,232.25,464.5,929.0,674.92,254.08,0.2735,148.64,1077.64,Presencial,OXXO Pay,Completada
VEN006155,20241115,2024-11-15,CLI0330,PROD0110,SUC017,4,97.04,0.2,77.63,77.63,310.52,267.36,43.16,0.139,49.68,360.2,Teléfono,Tarjeta Crédito,Completada
VEN006156,20241209,2024-12-09,CLI0287,PROD0141,SUC014,1,2621.03,0.0,0.0,2621.03,2621.03,927.32,1693.71,0.6462,419.36,3040.39,Presencial,Tarjeta Crédito,Completada
VEN006157,20250502,2025-05-02,CLI0045,PROD0112,SUC008,2,173.36,0.0,0.0,173.36,346.72,197.36,149.36,0.4308,55.48,402.2,App Móvil,Tarjeta Crédito,Completada
VEN006158,20240312,2024-03-12,CLI0504,PROD0197,SUC002,1,580.63,0.0,0.0,580.63,580.63,337.46,243.17,0.4188,92.9,673.53,Teléfono,Tarjeta Débito,Completada
VEN006159,20250105,2025-01-05,CLI0461,PROD0144,SUC005,1,1655.8,0.0,0.0,1655.8,1655.8,476.87,1178.93,0.712,264.93,1920.73,Presencial,Efectivo,Completada
VEN006160,20240605,2024-06-05,CLI0376,PROD0078,SUC010,2,451.6,0.0,0.0,451.6,903.2,491.98,411.22,0.4553,144.51,1047.71,Presencial,Transferencia,Completada
VEN006161,20250312,2025-03-12,CLI0106,PROD0054,SUC004,5,697.06,0.15,522.79,592.5,2962.5,1037.55,1924.95,0.6498,474.0,3436.5,App Móvil,OXXO Pay,Completada
VEN006162,20250510,2025-05-10,CLI0225,PROD0114,SUC016,2,666.99,0.05,66.7,633.64,1267.28,905.38,361.9,0.2856,202.76,1470.04,Presencial,Tarjeta Crédito,Completada
VEN006163,20250224,2025-02-24,CLI0191,PROD0094,SUC017,1,295.27,0.3,88.58,206.69,206.69,178.96,27.73,0.1342,33.07,239.76,Presencial,Tarjeta Crédito,Completada
VEN006164,20250809,2025-08-09,CLI0946,PROD0102,SUC003,3,395.49,0.2,237.29,316.39,949.17,617.79,331.38,0.3491,151.87,1101.04,Presencial,Tarjeta Débito,Completada
VEN006165,20241103,2024-11-03,CLI0968,PROD0050,SUC015,1,327.53,0.0,0.0,327.53,327.53,152.17,175.36,0.5354,52.4,379.93,Presencial,Efectivo,Completada
VEN006166,20250904,2025-09-04,CLI0002,PROD0063,SUC011,1,526.27,0.15,78.94,447.33,447.33,154.99,292.34,0.6535,71.57,518.9,Presencial,OXXO Pay,Completada
VEN006167,20241209,2024-12-09,CLI0161,PROD0088,SUC020,1,500.74,0.0,0.0,500.74,-500.74,320.22,-180.52,0.3605,80.12,580.86,Web,Transferencia,Devuelta
VEN006168,20241226,2024-12-26,CLI0895,PROD0151,SUC017,2,999.52,0.15,299.86,849.59,1699.18,888.58,810.6,0.4771,271.87,1971.05,Presencial,Tarjeta Débito,Completada
VEN006169,20250515,2025-05-15,CLI0033,PROD0127,SUC012,1,154.73,0.05,7.74,146.99,146.99,80.61,66.38,0.4516,23.52,170.51,Presencial,OXXO Pay,Completada
VEN006170,20240125,2024-01-25,CLI0946,PROD0014,SUC013,1,1109.32,0.0,0.0,1109.32,1109.32,418.77,690.55,0.6225,177.49,1286.81,Presencial,Efectivo,Completada
VEN006171,20250518,2025-05-18,CLI0386,PROD0035,SUC004,1,312.24,0.1,31.22,281.02,281.02,113.19,167.83,0.5972,44.96,325.98,Presencial,Tarjeta Crédito,Completada
VEN006172,20250428,2025-04-28,CLI0542,PROD0003,SUC019,2,113.02,0.05,11.3,107.37,214.74,106.3,108.44,0.505,34.36,249.1,Presencial,Tarjeta Crédito,Completada
VEN006173,20241016,2024-10-16,CLI0766,PROD0001,SUC012,1,851.16,0.0,0.0,851.16,851.16,276.88,574.28,0.6747,136.19,987.35,Presencial,OXXO Pay,Completada
VEN006174,20240324,2024-03-24,CLI0239,PROD0030,SUC012,2,672.42,0.25,336.21,504.31,1008.62,710.22,298.4,0.2958,161.38,1170.0,Teléfono,Tarjeta Débito,Completada
VEN006175,20240330,2024-03-30,CLI0091,PROD0136,SUC012,3,3967.71,0.0,0.0,3967.71,11903.13,3173.37,8729.76,0.7334,1904.5,13807.63,App Móvil,Tarjeta Débito,Completada
VEN006176,20251206,2025-12-06,CLI0810,PROD0172,SUC007,1,530.49,0.0,0.0,530.49,530.49,301.64,228.85,0.4314,84.88,615.37,Presencial,Tarjeta Débito,Completada
VEN006177,20250613,2025-06-13,CLI0986,PROD0058,SUC017,1,462.07,0.15,69.31,392.76,392.76,133.35,259.41,0.6605,62.84,455.6,Web,Tarjeta Crédito,Completada
VEN006178,20240504,2024-05-04,CLI0656,PROD0089,SUC018,1,258.89,0.0,0.0,258.89,258.89,131.75,127.14,0.4911,41.42,300.31,Presencial,Efectivo,Completada
VEN006179,20241111,2024-11-11,CLI0825,PROD0118,SUC008,2,167.36,0.0,0.0,167.36,334.72,181.36,153.36,0.4582,53.56,388.28,Presencial,OXXO Pay,Completada
VEN006180,20250401,2025-04-01,CLI0945,PROD0187,SUC010,1,1709.44,0.0,0.0,1709.44,1709.44,1271.99,437.45,0.2559,273.51,1982.95,Presencial,Tarjeta Débito,Completada
VEN006181,20251103,2025-11-03,CLI0221,PROD0174,SUC004,1,2063.87,0.0,0.0,2063.87,2063.87,1393.94,669.93,0.3246,330.22,2394.09,App Móvil,Tarjeta Crédito,Completada
VEN006182,20240215,2024-02-15,CLI0355,PROD0007,SUC006,1,1034.38,0.05,51.72,982.66,982.66,441.78,540.88,0.5504,157.23,1139.89,Teléfono,Tarjeta Débito,Completada
VEN006183,20240806,2024-08-06,CLI0211,PROD0035,SUC008,4,312.24,0.0,0.0,312.24,1248.96,452.76,796.2,0.6375,199.83,1448.79,Web,Tarjeta Crédito,Completada
VEN006184,20251124,2025-11-24,CLI0055,PROD0006,SUC019,2,169.01,0.3,101.41,118.31,236.62,120.0,116.62,0.4929,37.86,274.48,App Móvil,Tarjeta Débito,Completada
VEN006185,20240113,2024-01-13,CLI0731,PROD0098,SUC013,2,139.08,0.0,0.0,139.08,278.16,176.68,101.48,0.3648,44.51,322.67,Presencial,Tarjeta Débito,Completada
VEN006186,20240627,2024-06-27,CLI0137,PROD0118,SUC012,5,167.36,0.0,0.0,167.36,836.8,453.4,383.4,0.4582,133.89,970.69,App Móvil,Efectivo,Completada
VEN006187,20251218,2025-12-18,CLI0083,PROD0045,SUC019,3,750.6,0.0,0.0,750.6,2251.8,597.84,1653.96,0.7345,360.29,2612.09,Presencial,Tarjeta Crédito,Completada
VEN006188,20250423,2025-04-23,CLI0362,PROD0157,SUC017,3,1472.69,0.0,0.0,1472.69,4418.07,1608.18,2809.89,0.636,706.89,5124.96,Presencial,Tarjeta Crédito,Completada
VEN006189,20240831,2024-08-31,CLI0054,PROD0066,SUC001,3,304.86,0.0,0.0,304.86,914.58,316.53,598.05,0.6539,146.33,1060.91,Web,Tarjeta Débito,Completada
VEN006190,20240304,2024-03-04,CLI0167,PROD0199,SUC003,2,2470.06,0.0,0.0,2470.06,4940.12,3199.72,1740.4,0.3523,790.42,5730.54,Web,Tarjeta Débito,Completada
VEN006191,20240204,2024-02-04,CLI0064,PROD0001,SUC007,2,851.16,0.0,0.0,851.16,1702.32,553.76,1148.56,0.6747,272.37,1974.69,Presencial,Tarjeta Débito,Completada
VEN006192,20240814,2024-08-14,CLI0881,PROD0013,SUC008,3,292.63,0.05,43.89,278.0,834.0,386.37,447.63,0.5367,133.44,967.44,App Móvil,Efectivo,Completada
VEN006193,20251121,2025-11-21,CLI0780,PROD0043,SUC017,2,91.41,0.0,0.0,91.41,182.82,82.18,100.64,0.5505,29.25,212.07,App Móvil,Tarjeta Débito,Completada
VEN006194,20241203,2024-12-03,CLI0864,PROD0003,SUC016,1,113.02,0.15,16.95,96.07,96.07,53.15,42.92,0.4468,15.37,111.44,Presencial,Efectivo,Completada
VEN006195,20250720,2025-07-20,CLI0872,PROD0131,SUC003,3,162.86,0.0,0.0,162.86,488.58,274.38,214.2,0.4384,78.17,566.75,Presencial,Tarjeta Débito,Completada
VEN006196,20251204,2025-12-04,CLI0946,PROD0007,SUC011,1,1034.38,0.0,0.0,1034.38,1034.38,441.78,592.6,0.5729,165.5,1199.88,Presencial,Transferencia,Completada
VEN006197,20241201,2024-12-01,CLI0175,PROD0125,SUC002,5,540.75,0.2,540.75,432.6,2163.0,1738.5,424.5,0.1963,346.08,2509.08,Web,OXXO Pay,Completada
VEN006198,20240615,2024-06-15,CLI0902,PROD0007,SUC004,1,1034.38,0.0,0.0,1034.38,1034.38,441.78,592.6,0.5729,165.5,1199.88,Presencial,Tarjeta Débito,Completada
VEN006199,20250123,2025-01-23,CLI0526,PROD0036,SUC006,5,577.43,0.3,866.14,404.2,2021.0,1422.5,598.5,0.2961,323.36,2344.36,Presencial,Efectivo,Completada
VEN006200,20251201,2025-12-01,CLI0158,PROD0152,SUC019,4,2690.39,0.0,0.0,2690.39,10761.56,3964.56,6797.0,0.6316,1721.85,12483.41,Presencial,Tarjeta Crédito,Completada
VEN006201,20251012,2025-10-12,CLI0654,PROD0187,SUC009,5,1709.44,0.15,1282.08,1453.02,7265.1,6359.95,905.15,0.1246,1162.42,8427.52,App Móvil,Transferencia,Completada
VEN006202,20240303,2024-03-03,CLI0332,PROD0061,SUC019,5,743.69,0.0,0.0,743.69,3718.45,1310.0,2408.45,0.6477,594.95,4313.4,Presencial,Tarjeta Débito,Completada
VEN006203,20250617,2025-06-17,CLI0043,PROD0191,SUC016,2,2103.38,0.0,0.0,2103.38,4206.76,2329.28,1877.48,0.4463,673.08,4879.84,Presencial,Tarjeta Débito,Completada
VEN006204,20250310,2025-03-10,CLI0074,PROD0101,SUC016,4,292.87,0.0,0.0,292.87,1171.48,700.76,470.72,0.4018,187.44,1358.92,Presencial,Tarjeta Débito,Completada
VEN006205,20251130,2025-11-30,CLI0431,PROD0061,SUC017,2,743.69,0.0,0.0,743.69,1487.38,524.0,963.38,0.6477,237.98,1725.36,Presencial,Tarjeta Débito,Completada
VEN006206,20240501,2024-05-01,CLI0827,PROD0137,SUC002,4,3252.66,0.0,0.0,3252.66,13010.64,3183.72,9826.92,0.7553,2081.7,15092.34,App Móvil,Tarjeta Crédito,Completada
VEN006207,20250208,2025-02-08,CLI0316,PROD0043,SUC017,1,91.41,0.0,0.0,91.41,91.41,41.09,50.32,0.5505,14.63,106.04,Web,Tarjeta Débito,Completada
VEN006208,20251120,2025-11-20,CLI0768,PROD0038,SUC007,1,812.58,0.05,40.63,771.95,771.95,312.36,459.59,0.5954,123.51,895.46,Presencial,Tarjeta Crédito,Completada
VEN006209,20241201,2024-12-01,CLI0051,PROD0109,SUC020,5,427.14,0.15,320.35,363.07,1815.35,1468.1,347.25,0.1913,290.46,2105.81,Presencial,Tarjeta Débito,Completada
VEN006210,20241225,2024-12-25,CLI0399,PROD0058,SUC018,1,462.07,0.05,23.1,438.97,438.97,133.35,305.62,0.6962,70.24,509.21,App Móvil,Tarjeta Débito,Completada
VEN006211,20240308,2024-03-08,CLI0119,PROD0017,SUC020,4,1096.02,0.05,219.2,1041.22,4164.88,1538.36,2626.52,0.6306,666.38,4831.26,Presencial,Tarjeta Crédito,Completada
VEN006212,20240917,2024-09-17,CLI0868,PROD0008,SUC019,1,1165.07,0.0,0.0,1165.07,1165.07,371.19,793.88,0.6814,186.41,1351.48,Web,Tarjeta Crédito,Completada
VEN006213,20241028,2024-10-28,CLI0970,PROD0133,SUC009,3,194.05,0.0,0.0,194.05,582.15,294.57,287.58,0.494,93.14,675.29,Presencial,Tarjeta Débito,Completada
VEN006214,20251213,2025-12-13,CLI0331,PROD0114,SUC019,2,666.99,0.2,266.8,533.59,1067.18,905.38,161.8,0.1516,170.75,1237.93,Presencial,OXXO Pay,Completada
VEN006215,20240922,2024-09-22,CLI0991,PROD0060,SUC008,2,407.29,0.0,0.0,407.29,814.58,280.86,533.72,0.6552,130.33,944.91,Presencial,Efectivo,Completada
VEN006216,20241218,2024-12-18,CLI0753,PROD0168,SUC014,2,258.68,0.3,155.21,181.08,362.16,288.68,73.48,0.2029,57.95,420.11,Presencial,Tarjeta Crédito,Completada
VEN006217,20250528,2025-05-28,CLI0001,PROD0060,SUC017,3,407.29,0.15,183.28,346.2,1038.6,421.29,617.31,0.5944,166.18,1204.78,Teléfono,Tarjeta Débito,Completada
VEN006218,20240523,2024-05-23,CLI0488,PROD0118,SUC009,3,167.36,0.1,50.21,150.62,-451.86,272.04,-179.82,0.398,72.3,524.16,App Móvil,Tarjeta Débito,Devuelta
VEN006219,20241227,2024-12-27,CLI0836,PROD0173,SUC005,2,1537.34,0.1,307.47,1383.61,2767.22,2083.4,683.82,0.2471,442.76,3209.98,Presencial,Tarjeta Crédito,Completada
VEN006220,20250809,2025-08-09,CLI0536,PROD0151,SUC019,4,999.52,0.0,0.0,999.52,3998.08,1777.16,2220.92,0.5555,639.69,4637.77,App Móvil,Tarjeta Crédito,Completada
VEN006221,20251115,2025-11-15,CLI0551,PROD0077,SUC002,1,68.4,0.1,6.84,61.56,61.56,43.94,17.62,0.2862,9.85,71.41,Presencial,Efectivo,Completada
VEN006222,20250504,2025-05-04,CLI0454,PROD0114,SUC009,1,666.99,0.0,0.0,666.99,666.99,452.69,214.3,0.3213,106.72,773.71,Presencial,Tarjeta Débito,Completada
VEN006223,20250526,2025-05-26,CLI0401,PROD0060,SUC011,1,407.29,0.0,0.0,407.29,407.29,140.43,266.86,0.6552,65.17,472.46,Presencial,Tarjeta Débito,Completada
VEN006224,20240504,2024-05-04,CLI0023,PROD0106,SUC017,1,460.28,0.1,46.03,414.25,414.25,233.73,180.52,0.4358,66.28,480.53,Presencial,Efectivo,Completada
VEN006225,20251213,2025-12-13,CLI0622,PROD0037,SUC018,2,829.58,0.0,0.0,829.58,1659.16,498.9,1160.26,0.6993,265.47,1924.63,Presencial,Tarjeta Crédito,Completada
VEN006226,20240507,2024-05-07,CLI0770,PROD0063,SUC011,2,526.27,0.1,105.25,473.64,-947.28,309.98,-637.3,0.6728,151.56,1098.84,Presencial,Tarjeta Crédito,Devuelta
VEN006227,20250914,2025-09-14,CLI0787,PROD0028,SUC012,2,558.6,0.0,0.0,558.6,1117.2,460.74,656.46,0.5876,178.75,1295.95,Presencial,Tarjeta Crédito,Completada
VEN006228,20240903,2024-09-03,CLI0624,PROD0005,SUC018,1,378.89,0.0,0.0,378.89,378.89,154.66,224.23,0.5918,60.62,439.51,Web,Tarjeta Débito,Completada
VEN006229,20251209,2025-12-09,CLI0346,PROD0094,SUC010,2,295.27,0.2,118.11,236.22,472.44,357.92,114.52,0.2424,75.59,548.03,Presencial,OXXO Pay,Completada
VEN006230,20250720,2025-07-20,CLI0019,PROD0160,SUC012,5,2849.84,0.0,0.0,2849.84,14249.2,3805.95,10443.25,0.7329,2279.87,16529.07,Web,Tarjeta Crédito,Completada
VEN006231,20250823,2025-08-23,CLI0901,PROD0003,SUC001,1,113.02,0.0,0.0,113.02,113.02,53.15,59.87,0.5297,18.08,131.1,App Móvil,Efectivo,Completada
VEN006232,20240718,2024-07-18,CLI0436,PROD0026,SUC020,4,201.95,0.0,0.0,201.95,807.8,243.64,564.16,0.6984,129.25,937.05,Presencial,Tarjeta Débito,Completada
VEN006233,20241213,2024-12-13,CLI0601,PROD0068,SUC012,5,573.65,0.0,0.0,573.65,2868.25,1068.15,1800.1,0.6276,458.92,3327.17,Presencial,Efectivo,Completada
VEN006234,20250428,2025-04-28,CLI0182,PROD0112,SUC015,5,173.36,0.0,0.0,173.36,866.8,493.4,373.4,0.4308,138.69,1005.49,Presencial,Tarjeta Débito,Completada
VEN006235,20250909,2025-09-09,CLI0135,PROD0022,SUC007,2,984.35,0.15,295.3,836.7,1673.4,783.54,889.86,0.5318,267.74,1941.14,Presencial,Tarjeta Crédito,Completada
VEN006236,20240413,2024-04-13,CLI0079,PROD0007,SUC014,1,1034.38,0.1,103.44,930.94,930.94,441.78,489.16,0.5254,148.95,1079.89,Presencial,Tarjeta Crédito,Completada
VEN006237,20251219,2025-12-19,CLI0797,PROD0078,SUC010,2,451.6,0.05,45.16,429.02,858.04,491.98,366.06,0.4266,137.29,995.33,App Móvil,Tarjeta Crédito,Completada
